metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_req_duration,1718175751,111.127000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_blocked,1718175751,0.002000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_connecting,1718175751,0.000000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_tls_handshaking,1718175751,0.000000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_sending,1718175751,0.266000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_waiting,1718175751,110.593000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_receiving,1718175751,0.268000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_failed,1718175751,0.000000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
checks,1718175751,1.000000,status is 200,,,,::API Load Test,,,,ramping_scenario,,,,,,,
group_duration,1718175751,112.565791,,,,,::API Load Test,,,,ramping_scenario,,,,,,,
vus,1718175751,2.000000,,,,,,,,,,,,,,,,
vus_max,1718175751,3.000000,,,,,,,,,,,,,,,,
http_reqs,1718175751,1.000000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_duration,1718175751,92.005000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_blocked,1718175751,0.003000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_connecting,1718175751,0.000000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_tls_handshaking,1718175751,0.000000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_sending,1718175751,0.300000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_waiting,1718175751,91.469000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_receiving,1718175751,0.236000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_failed,1718175751,0.000000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
checks,1718175751,1.000000,status is 200,,,,::API Load Test,,,,ramping_scenario,,,,,,,
group_duration,1718175751,93.466417,,,,,::API Load Test,,,,ramping_scenario,,,,,,,
data_sent,1718175751,99.000000,,,,,,,,,ramping_scenario,,,,,,,
data_received,1718175751,8302.000000,,,,,,,,,ramping_scenario,,,,,,,
iteration_duration,1718175751,313.763209,,,,,,,,,ramping_scenario,,,,,,,
iterations,1718175751,1.000000,,,,,,,,,ramping_scenario,,,,,,,
data_sent,1718175751,99.000000,,,,,,,,,ramping_scenario,,,,,,,
data_received,1718175751,8302.000000,,,,,,,,,ramping_scenario,,,,,,,
iteration_duration,1718175751,294.435334,,,,,,,,,ramping_scenario,,,,,,,
iterations,1718175751,1.000000,,,,,,,,,ramping_scenario,,,,,,,
http_reqs,1718175751,1.000000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_duration,1718175751,98.708000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_blocked,1718175751,0.001000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_connecting,1718175751,0.000000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_tls_handshaking,1718175751,0.000000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_sending,1718175751,0.149000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_waiting,1718175751,98.398000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_receiving,1718175751,0.161000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_failed,1718175751,0.000000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
checks,1718175751,1.000000,status is 200,,,,::API Load Test,,,,ramping_scenario,,,,,,,
group_duration,1718175751,99.863791,,,,,::API Load Test,,,,ramping_scenario,,,,,,,
http_reqs,1718175751,1.000000,,,,true,::API Load Test,GET,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/activities-count?startDate=2024-06-12&endDate=2024-06-12,HTTP/2.0,ramping_scenario,,200,,tls1.2,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/activities-count?startDate=2024-06-12&endDate=2024-06-12,,
http_req_duration,1718175751,89.808000,,,,true,::API Load Test,GET,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/activities-count?startDate=2024-06-12&endDate=2024-06-12,HTTP/2.0,ramping_scenario,,200,,tls1.2,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/activities-count?startDate=2024-06-12&endDate=2024-06-12,,
http_req_blocked,1718175751,0.001000,,,,true,::API Load Test,GET,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/activities-count?startDate=2024-06-12&endDate=2024-06-12,HTTP/2.0,ramping_scenario,,200,,tls1.2,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/activities-count?startDate=2024-06-12&endDate=2024-06-12,,
http_req_connecting,1718175751,0.000000,,,,true,::API Load Test,GET,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/activities-count?startDate=2024-06-12&endDate=2024-06-12,HTTP/2.0,ramping_scenario,,200,,tls1.2,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/activities-count?startDate=2024-06-12&endDate=2024-06-12,,
http_req_tls_handshaking,1718175751,0.000000,,,,true,::API Load Test,GET,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/activities-count?startDate=2024-06-12&endDate=2024-06-12,HTTP/2.0,ramping_scenario,,200,,tls1.2,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/activities-count?startDate=2024-06-12&endDate=2024-06-12,,
http_req_sending,1718175751,0.080000,,,,true,::API Load Test,GET,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/activities-count?startDate=2024-06-12&endDate=2024-06-12,HTTP/2.0,ramping_scenario,,200,,tls1.2,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/activities-count?startDate=2024-06-12&endDate=2024-06-12,,
http_req_waiting,1718175751,89.656000,,,,true,::API Load Test,GET,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/activities-count?startDate=2024-06-12&endDate=2024-06-12,HTTP/2.0,ramping_scenario,,200,,tls1.2,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/activities-count?startDate=2024-06-12&endDate=2024-06-12,,
http_req_receiving,1718175751,0.072000,,,,true,::API Load Test,GET,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/activities-count?startDate=2024-06-12&endDate=2024-06-12,HTTP/2.0,ramping_scenario,,200,,tls1.2,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/activities-count?startDate=2024-06-12&endDate=2024-06-12,,
http_req_failed,1718175751,0.000000,,,,true,::API Load Test,GET,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/activities-count?startDate=2024-06-12&endDate=2024-06-12,HTTP/2.0,ramping_scenario,,200,,tls1.2,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/activities-count?startDate=2024-06-12&endDate=2024-06-12,,
checks,1718175751,1.000000,status is 200,,,,::API Load Test,,,,ramping_scenario,,,,,,,
group_duration,1718175751,90.052667,,,,,::API Load Test,,,,ramping_scenario,,,,,,,
data_sent,1718175751,99.000000,,,,,,,,,ramping_scenario,,,,,,,
data_received,1718175751,8302.000000,,,,,,,,,ramping_scenario,,,,,,,
iteration_duration,1718175751,301.352958,,,,,,,,,ramping_scenario,,,,,,,
iterations,1718175751,1.000000,,,,,,,,,ramping_scenario,,,,,,,
data_sent,1718175751,44.000000,,,,,,,,,ramping_scenario,,,,,,,
data_received,1718175751,749.000000,,,,,,,,,ramping_scenario,,,,,,,
iteration_duration,1718175751,291.304417,,,,,,,,,ramping_scenario,,,,,,,
iterations,1718175751,1.000000,,,,,,,,,ramping_scenario,,,,,,,
http_reqs,1718175751,1.000000,,,,true,::API Load Test,GET,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/count,HTTP/2.0,ramping_scenario,,200,,tls1.2,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/count,,
http_req_duration,1718175751,99.283000,,,,true,::API Load Test,GET,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/count,HTTP/2.0,ramping_scenario,,200,,tls1.2,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/count,,
http_req_blocked,1718175751,0.000000,,,,true,::API Load Test,GET,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/count,HTTP/2.0,ramping_scenario,,200,,tls1.2,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/count,,
http_req_connecting,1718175751,0.000000,,,,true,::API Load Test,GET,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/count,HTTP/2.0,ramping_scenario,,200,,tls1.2,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/count,,
http_req_tls_handshaking,1718175751,0.000000,,,,true,::API Load Test,GET,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/count,HTTP/2.0,ramping_scenario,,200,,tls1.2,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/count,,
http_req_sending,1718175751,0.098000,,,,true,::API Load Test,GET,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/count,HTTP/2.0,ramping_scenario,,200,,tls1.2,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/count,,
http_req_waiting,1718175751,99.095000,,,,true,::API Load Test,GET,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/count,HTTP/2.0,ramping_scenario,,200,,tls1.2,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/count,,
http_req_receiving,1718175751,0.090000,,,,true,::API Load Test,GET,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/count,HTTP/2.0,ramping_scenario,,200,,tls1.2,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/count,,
http_req_failed,1718175751,0.000000,,,,true,::API Load Test,GET,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/count,HTTP/2.0,ramping_scenario,,200,,tls1.2,https://msc-service-v2-stg.isuzu-tis.com/api/v1/tasks/count,,
checks,1718175751,1.000000,status is 200,,,,::API Load Test,,,,ramping_scenario,,,,,,,
group_duration,1718175751,99.650417,,,,,::API Load Test,,,,ramping_scenario,,,,,,,
http_reqs,1718175752,1.000000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_duration,1718175752,94.316000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_blocked,1718175752,0.001000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_connecting,1718175752,0.000000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_tls_handshaking,1718175752,0.000000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_sending,1718175752,0.098000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_waiting,1718175752,93.918000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_receiving,1718175752,0.300000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_failed,1718175752,0.000000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
checks,1718175752,1.000000,status is 200,,,,::API Load Test,,,,ramping_scenario,,,,,,,
group_duration,1718175752,96.044042,,,,,::API Load Test,,,,ramping_scenario,,,,,,,
data_sent,1718175752,44.000000,,,,,,,,,ramping_scenario,,,,,,,
data_received,1718175752,768.000000,,,,,,,,,ramping_scenario,,,,,,,
iteration_duration,1718175752,300.554458,,,,,,,,,ramping_scenario,,,,,,,
iterations,1718175752,1.000000,,,,,,,,,ramping_scenario,,,,,,,
vus,1718175752,2.000000,,,,,,,,,,,,,,,,
vus_max,1718175752,3.000000,,,,,,,,,,,,,,,,
data_sent,1718175752,99.000000,,,,,,,,,ramping_scenario,,,,,,,
data_received,1718175752,8302.000000,,,,,,,,,ramping_scenario,,,,,,,
iteration_duration,1718175752,297.373667,,,,,,,,,ramping_scenario,,,,,,,
iterations,1718175752,1.000000,,,,,,,,,ramping_scenario,,,,,,,
http_reqs,1718175752,1.000000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_duration,1718175752,144.377000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_blocked,1718175752,0.002000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_connecting,1718175752,0.000000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
http_req_tls_handshaking,1718175752,0.000000,,,,true,::API Load Test,GET,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",HTTP/2.0,ramping_scenario,,200,,tls1.2,"https://msc-service-v2-stg.isuzu-tis.com/api/v1/settings?keys=Occupation,CancelReasonCV",,
